68.97,5.04,4.62,3.08,1.09,9.38,12.5,0.54
2.07,73.95,0.58,3.85,1.09,3.91,2.88,0.54
5.52,0.84,87.28,0.77,0,2.34,3.85,0.54
2.76,5.88,0.58,72.31,2.73,9.38,2.88,3.8
0,5.88,0.58,0.77,92.9,1.56,0,0
9.66,4.2,2.31,8.46,0,60.94,15.38,3.8
10.34,2.52,4.05,6.15,1.64,11.72,62.5,0
0.69,1.68,0,4.62,0.55,0.78,0,90.76
