113,1,9,0,0,12,9,2
2,79,1,2,9,11,3,1
12,1,143,5,2,2,3,1
5,4,3,101,4,5,4,7
0,4,1,0,176,0,0,0
13,7,2,7,0,101,5,0
14,1,9,13,1,13,61,4
1,0,0,8,1,0,1,167
