58.9,8.41,7.27,4.29,1.67,8.7,14.68,1.1
3.42,60.75,1.21,8.57,2.78,7.97,6.42,0.55
9.59,0.93,80.61,2.86,0.56,5.07,6.42,1.1
3.42,8.41,1.21,57.14,2.78,10.87,4.59,6.63
0.68,11.21,1.21,2.14,88.89,1.45,0.92,0
10.96,5.61,2.42,9.29,1.11,49.28,13.76,6.08
10.96,3.74,4.85,7.14,1.67,10.87,52.29,1.66
2.05,0.93,1.21,8.57,0.56,5.8,0.92,82.87
