58.9,6.16,8.22,4.11,2.05,8.22,10.96,1.37
4.63,60.19,1.85,11.11,4.63,10.19,6.48,0.93
8.28,0.59,78.7,2.37,0.59,4.14,4.14,1.18
3.76,6.77,1.5,60.15,3.76,11.28,3.76,9.02
0.55,6.63,1.1,1.66,88.4,1.1,0.55,0
11.85,4.44,2.96,9.63,1.48,50.37,11.11,8.15
13.79,3.45,6.9,8.62,2.59,12.93,49.14,2.59
1.69,0.56,1.12,6.74,0.56,4.49,0.56,84.27
