78.43,2.02,3.7,0.81,0,6.96,4.04,1.09
0,82.83,1.85,1.61,2.13,7.59,4.04,0.55
7.19,1.01,90.12,2.42,0.53,1.9,2.02,1.09
2.61,4.04,1.23,81.45,2.13,4.43,3.03,4.37
0,3.03,0,0,94.15,0,0,0.55
5.23,5.05,0.62,2.42,0,71.52,5.05,0
6.54,1.01,2.47,4.84,0.53,7.59,80.81,1.09
0,1.01,0,6.45,0.53,0,1.01,91.26
