83,9,10,7,3,12,18,4
7,52,2,13,14,13,5,2
10,3,140,3,0,4,6,3
6,11,5,78,7,8,6,12
3,9,5,1,160,3,0,0
15,6,5,19,3,62,16,9
18,3,7,10,4,20,51,3
2,4,1,14,1,8,2,146
