30,0,5,0,0,5,3,2
0,6,0,0,1,10,1,0
4,0,52,0,2,0,0,1
1,1,0,13,4,2,2,2
0,0,1,0,68,0,0,0
1,4,1,0,0,58,2,0
4,0,0,3,0,6,13,2
0,1,0,0,0,0,0,77
