75,0,8.47,0,0,6.17,14.29,2.38
0,50,0,0,1.33,12.35,4.76,0
10,0,88.14,0,2.67,0,0,1.19
2.5,8.33,0,81.25,5.33,2.47,9.52,2.38
0,0,1.69,0,90.67,0,0,0
2.5,33.33,1.69,0,0,71.6,9.52,0
10,0,0,18.75,0,7.41,61.9,2.38
0,8.33,0,0,0,0,0,91.67
