80.14,0.68,5.48,0,0,8.22,4.11,1.37
0,79.63,0.93,0.93,3.7,11.11,2.78,0.93
6.51,0.59,86.39,1.78,1.18,1.18,1.78,0.59
3.01,3.01,2.26,75.94,3.01,4.51,3.01,5.26
0,1.66,0.55,0,97.79,0,0,0
5.19,3.7,0.74,2.22,0,83.7,4.44,0
8.62,0.86,3.45,6.9,0.86,10.34,67.24,1.72
0,0.56,0,4.49,0.56,0,0.56,93.82
