58,1,2,0,0,7,3,0
0,80,1,1,3,2,2,1
5,1,67,3,0,2,3,0
3,3,3,57,0,4,2,4
0,3,0,0,78,0,0,0
6,1,0,2,0,26,4,0
6,1,4,3,0,6,37,0
0,0,0,7,0,0,0,64
